318,0
701,0
679,1
435,1
1012,0
3554,1
1310,1
1414,0
283,0
3403,0
280,0
3608,0
3047,0
263,1
2437,1
3166,1
1781,0
2375,0
2942,0
2718,0
2114,1
1885,1
3196,0
1154,1
569,0
3400,0
1867,0
1163,0
726,0
1145,0
992,1
1590,0
1962,0
1129,1
2808,0
603,1
3299,0
2080,0
1636,0
3075,1
1052,1
2167,0
3211,0
1467,1
3643,1
229,1
295,1
3086,1
36,1
1349,0
411,1
1431,1
2404,0
342,1
1118,0
1188,1
1795,0
386,0
3006,1
1372,0
1103,1
3269,0
3279,0
961,0
1920,0
1399,0
3153,0
3063,1
956,0
2641,1
1321,1
1161,1
241,0
2443,0
432,0
417,0
1996,0
687,0
3058,0
854,0
1891,0
2142,0
418,1
1716,0
830,1
2792,0
2801,0
156,0
1907,0
2994,1
1846,0
1703,0
1841,0
2190,0
2328,0
155,1
96,0
1721,1
3505,0
1195,0
1993,0
1864,1
3334,0
3295,0
214,1
133,0
1622,0
196,1
1573,1
2022,0
3179,0
3118,0
2171,0
1206,1
2770,0
2750,0
2749,0
2122,0
1020,1
575,1
1098,1
1452,1
2094,0
138,1
749,1
1219,0
668,1
2145,0
2645,0
1138,1
857,1
693,1
111,0
2185,1
1820,0
2663,0
592,1
2703,0
2931,0
43,0
1249,0
2661,0
80,0
2999,0
1415,1
2015,1
236,1
2752,0
2683,1
451,0
2857,0
40,1
2048,0
2339,0
3448,1
1385,0
2768,0
2813,1
3041,0
351,1
2320,0
2667,0
430,1
1630,0
1832,0
1748,0
2005,0
3018,0
2773,1
2674,0
926,1
936,0
1793,0
1968,0
1819,0
181,0
759,0
1062,1
1476,1
543,1
204,1
2695,0
755,0
3084,0
971,1
2459,1
1421,1
2447,0
1844,0
699,1
425,0
1879,0
723,1
733,0
661,1
1496,0
1807,1
1167,0
3399,0
3010,0
2100,0
2137,0
41,1
1861,0
762,0
1744,0
2470,0
1312,1
3377,0
2564,0
2218,0
2503,0
1123,1
2736,0
3064,0
2039,1
2269,0
35,0
3355,0
2847,0
3396,0
3415,0
2912,0
3586,0
1701,0
2862,0
2326,0
3630,0
585,1
2628,0
3547,1
1442,0
3483,0
1892,0
3307,0
1853,1
2226,1
2346,0
1711,0
145,0
897,0
567,0
916,0
2732,0
1549,0
869,1
1294,0
2868,0
8,1
2533,0
1924,0
2162,0
237,1
2664,0
3302,0
1299,0
609,1
3223,0
390,0
56,1
3460,0
1323,1
3237,0
1207,1
666,1
1463,1
886,1
3680,0
1439,1
613,1
839,0
3273,0
1093,1
1313,1
2225,0
1786,1
1910,0
1858,0
1723,1
1980,0
2772,0
1908,0
2438,0
1514,0
3232,0
3032,0
3327,1
2277,0
2098,0
1228,1
1462,1
1060,0
2508,0
2597,0
2032,0
662,1
3194,0
1785,0
1155,1
3373,0
147,1
3330,0
2026,0
1673,1
304,0
979,1
1311,1
2887,0
820,1
1650,0
2734,0
804,1
1873,0
1158,1
1722,1
1242,1
1814,0
2666,0
1232,1
1222,0
2644,0
1782,0
3185,0
712,1
2902,0
1302,1
1346,0
1427,1
1774,0
3344,1
651,1
499,1
2392,0
2401,1
141,0
2349,0
3331,1
446,0
2074,0
1290,1
1309,1
890,0
1176,1
319,0
3182,0
678,1
74,0
2581,0
2314,0
1381,1
1700,0
3017,1
1157,0
1277,1
2655,0
3374,0
1632,1
2174,0
3100,1
1478,1
2424,1
3294,0
1057,1
2055,0
1147,1
1293,0
1287,0
103,1
