2456,0
1205,1
732,0
2451,0
273,1
3486,0
1998,0
1974,0
158,0
3597,0
1702,1
1304,0
1325,1
2348,1
701,0
2558,0
3545,1
1831,0
1043,1
111,0
3480,0
2938,0
2598,0
2512,0
2483,0
1800,0
3436,0
1661,0
3263,0
2502,0
1692,0
2600,0
2984,0
3477,0
584,1
223,1
2494,0
3672,0
492,0
3016,0
2709,0
3434,0
2687,0
230,1
2385,0
3642,0
1234,1
3281,0
1251,1
3612,0
2425,0
3180,0
3165,1
1295,0
932,1
3625,0
3334,0
2781,0
585,1
1471,0
1154,1
2008,0
761,1
387,0
1586,0
2206,0
3415,0
560,1
550,0
1547,0
806,1
2774,0
3635,0
1937,0
1453,1
1039,1
3033,0
3142,1
3268,0
2345,0
1021,0
438,0
2527,0
1917,0
2446,0
2388,0
3203,0
3320,0
1638,1
1114,1
1238,0
2358,0
243,1
2070,0
3410,0
1093,1
2762,1
1050,0
524,0
132,0
174,1
31,1
2759,0
2160,1
1092,1
1545,0
2484,0
3090,0
2806,0
3056,0
2626,0
1165,0
398,1
3242,0
836,0
1423,1
3553,1
714,0
788,1
2583,1
2103,0
112,1
1070,0
2513,0
1994,0
2956,0
3074,0
2330,0
1870,0
1272,1
2167,0
1666,0
752,0
399,1
3511,0
2950,0
2700,0
775,0
3483,0
688,0
1008,0
3291,0
2878,0
2680,1
2625,0
338,1
3660,0
797,0
2894,0
355,1
2165,0
672,1
698,0
3072,0
777,0
2685,1
1488,1
1332,1
2624,0
1598,0
559,1
2906,0
3376,0
1419,0
946,0
1446,1
1333,0
426,0
2891,0
3446,0
2207,0
967,1
119,0
2204,1
2,1
2087,0
720,0
2865,0
1576,0
1596,0
2430,0
96,0
3324,0
1003,0
660,0
2612,0
2010,0
780,1
1906,0
57,1
64,0
3264,0
2191,1
1856,1
2838,0
3295,0
3210,0
1479,1
2002,0
1435,0
2397,0
3161,1
2142,0
1074,1
1318,1
1174,0
3275,0
3368,0
2829,0
1048,0
3099,0
2801,0
3527,0
1442,0
71,0
1640,0
2075,1
448,0
1928,0
217,0
1791,0
871,0
1464,0
3651,0
637,0
378,0
1660,0
52,0
1300,0
277,1
1411,1
279,0
2076,0
2747,0
2857,0
1083,1
1959,0
516,0
1134,0
1977,0
2539,1
3417,0
3586,0
3634,0
1633,0
3092,1
1258,0
2648,0
1219,0
1089,0
2158,0
3113,0
1914,0
2082,0
3456,0
3413,0
3441,0
3455,0
365,0
3557,0
1628,0
2531,0
1657,0
2749,0
1984,0
33,1
504,1
2117,0
992,1
2281,0
1172,1
3135,0
3229,0
1125,0
760,1
1961,0
1142,0
275,0
1880,0
360,1
1297,1
1190,0
2574,0
2173,0
2327,0
1033,0
1701,0
649,0
2736,0
745,0
242,1
3205,1
1371,1
2426,1
1985,0
1394,0
2864,0
1716,0
1273,1
1558,1
1427,1
2019,0
451,0
2721,0
2756,0
2948,0
2652,0
554,0
3102,0
1397,1
3195,0
1409,0
824,1
1036,1
2268,0
1474,0
3471,0
1416,1
1121,0
2499,0
2077,1
322,0
521,0
1855,0
1587,0
2418,0
1116,0
3457,0
3492,0
458,1
1245,0
184,1
2199,0
1233,0
1391,0
816,1
1612,0
1646,0
767,1
2919,0
3325,0
2804,0
2508,0
1619,0
933,1
1530,0
2765,0
2011,0
3274,0
498,1
568,0
3050,0
347,1
782,0
966,1
3134,1
439,0
657,0
2032,0
377,0
2773,1
298,0
2243,0
575,1
1723,0
1086,0
603,1
1062,0
